"time","num.col","num.zooid","avg.zooid","min.len","max.len","avg.len","sd.len","var.len","min.wid","max.wid","avg.wid","sd.wid","var.wid"
"Lower Castlecliff Shellbed",30,935,32,5.37918870258987,6.59287049471327,6.09267628883456,0.165680293969676,0.0274499598098782,4.81033111169711,6.27963093104547,5.87016797255897,0.20301526882927,0.0412151993778208
"Lower Kai-iwi Shellbed",16,558,35,5.4151333097384,6.44388543338231,6.03910360421388,0.139259753170031,0.019393278852978,4.91003059497496,6.21368198998996,5.84428303987484,0.173628391957575,0.0301468184937734
"Nukumaru Brown Sand",25,1665,67,5.17743547498759,6.4940815170006,5.98492442866145,0.136437725079573,0.018615252824889,4.60067772739535,6.12101287669172,5.75117515127829,0.160951846377894,0.0259054968524532
"Nukumaru Limestone",18,1018,57,5.29798086119149,6.59367817843683,5.977176436822,0.130000752969781,0.0169001957727101,4.8836406759462,6.19809299258354,5.74690366923605,0.157519317653999,0.0248123354341815
"Shakespeare Cliff Basal Sand Shellbed",15,606,41,5.54656543659713,6.82395925189942,6.14644601500787,0.133920184374058,0.0179346157827818,5.01475262167158,6.24901417275721,5.92986908564266,0.152739500756186,0.0233293550912491
"Tainui Shellbed",52,1594,31,5.21579634286003,6.71515965729818,6.10832634014795,0.161894618759543,0.0262098675832976,4.89532444758526,6.48783964753989,5.8919166807826,0.186533704767909,0.0347948230144414
"Upper Kai-iwi Shellbed",93,3977,43,5.37247860275903,6.63563728908922,6.09859313873393,0.142932351557115,0.0204296571216468,4.50145088360416,6.41962767343785,5.89189560498859,0.178197723843251,0.0317544287829156
"Whanganui Core",10,260,26,5.32533079110963,6.85164206388806,6.08492234510582,0.167629233698053,0.0280995599901964,5.03910329001721,6.35373515775446,5.85217809742942,0.175642800493066,0.030850393365047
"modern",50,2873,58,4.84047814697027,6.80901102187181,6.00879754330989,0.158987064951229,0.0252768868218062,4.40747195069922,6.24959343774896,5.78279586755564,0.192284775270323,0.0369734348007587
